arch_seq,id,objective,elapsed_sec,duration
"[96, 3, 1, 10, 4, 0, 1, 87, 8, 1, 1, 1, 26, 7, 1, 1, 0, 1, 33, 10, 0, 0, 1, 0, 80, 0, 1, 0, 0, 1, 66, 0, 0, 0, 0, 1]",82,0.2476893812417984,62845.26267576218,31297.870875597
"[89, 8, 1, 160, 8, 0, 1, 1, 4, 0, 0, 0, 121, 3, 0, 0, 1, 0, 110, 1, 0, 1, 1, 1, 160, 10, 1, 0, 0, 1, 77, 10, 0, 1, 1, 1]",131,0.3476465046405792,64010.38237810135,8048.51447558403
"[162, 2, 0, 139, 5, 1, 0, 104, 1, 1, 0, 0, 117, 7, 0, 0, 1, 0, 109, 8, 0, 1, 0, 0, 145, 1, 0, 0, 1, 0, 88, 7, 1, 0, 0, 1]",87,0.24880915880203247,64665.199053525925,30817.715579509735
"[130, 3, 0, 1, 0, 1, 1, 89, 3, 0, 0, 1, 69, 3, 0, 0, 0, 1, 101, 0, 1, 1, 1, 0, 165, 7, 0, 0, 1, 0, 105, 8, 1, 1, 0, 0]",120,0.2175304889678955,64776.99079298973,13460.888062477112
"[116, 4, 1, 80, 7, 0, 1, 173, 5, 1, 0, 0, 21, 0, 0, 1, 1, 0, 53, 9, 1, 0, 0, 1, 46, 8, 1, 1, 0, 1, 161, 8, 0, 1, 1, 0]",95,0.28816449642181396,65569.38680267334,26642.249142169952
"[162, 8, 0, 173, 3, 0, 1, 105, 9, 0, 1, 1, 61, 2, 1, 1, 1, 1, 68, 9, 1, 0, 1, 0, 92, 0, 0, 1, 0, 0, 140, 2, 0, 0, 0, 1]",145,2.4993834495544434,66041.32006239891,1264.3263475894928
"[97, 7, 1, 27, 3, 1, 0, 139, 1, 0, 0, 1, 68, 3, 0, 0, 0, 1, 81, 4, 0, 0, 1, 0, 173, 4, 1, 0, 0, 0, 110, 3, 0, 1, 1, 0]",65,0.17128801345825195,66132.38111138344,43036.49909114838
"[35, 3, 1, 52, 0, 1, 1, 103, 1, 0, 0, 1, 130, 10, 0, 1, 0, 1, 93, 9, 1, 0, 1, 0, 169, 7, 0, 0, 1, 1, 24, 5, 0, 1, 1, 0]",100,0.22473455965518951,66239.80288267136,25049.857309818268
"[119, 3, 1, 152, 8, 0, 1, 17, 4, 1, 0, 0, 63, 8, 1, 0, 1, 0, 146, 9, 1, 1, 1, 0, 34, 10, 1, 1, 1, 1, 113, 4, 1, 0, 0, 0]",126,0.40316182374954224,67769.17633724213,14052.871556520462
"[16, 7, 1, 31, 3, 0, 1, 131, 4, 0, 0, 0, 72, 5, 1, 1, 0, 1, 7, 4, 0, 0, 0, 0, 24, 9, 1, 1, 1, 1, 18, 2, 1, 0, 1, 0]",116,0.29961666464805603,67814.34335184097,18801.187129497528
"[136, 1, 1, 106, 10, 1, 1, 29, 6, 0, 1, 1, 91, 1, 1, 1, 1, 0, 55, 7, 0, 0, 0, 0, 31, 0, 1, 0, 1, 1, 140, 0, 1, 0, 1, 0]",148,1.7201182842254639,68926.21312141418,2793.8294639587402
"[120, 0, 1, 99, 5, 0, 0, 82, 1, 1, 0, 0, 110, 9, 1, 0, 1, 0, 150, 2, 1, 1, 0, 0, 64, 10, 0, 1, 1, 1, 109, 7, 0, 0, 1, 1]",96,0.17819052934646606,69153.5528485775,29925.596104621887
"[115, 9, 1, 166, 5, 1, 1, 102, 8, 1, 0, 1, 16, 3, 0, 1, 1, 0, 34, 9, 1, 0, 1, 0, 67, 4, 0, 1, 0, 1, 112, 5, 1, 0, 0, 1]",130,0.30089423060417175,69555.48268961906,14030.949003696442
"[27, 3, 0, 35, 10, 1, 0, 83, 4, 1, 0, 1, 175, 10, 1, 0, 1, 0, 51, 10, 1, 0, 1, 0, 74, 9, 1, 1, 0, 1, 174, 10, 1, 0, 1, 0]",139,1.1688919067382812,70107.09431791306,8746.574815034866
"[124, 10, 0, 108, 9, 1, 0, 78, 5, 1, 0, 1, 44, 2, 0, 1, 1, 0, 65, 7, 1, 0, 1, 0, 164, 2, 0, 0, 0, 0, 26, 9, 1, 0, 0, 1]",153,2.4424333572387695,70286.66709041595,1133.1108372211456
"[17, 7, 0, 143, 4, 0, 0, 123, 0, 0, 1, 0, 126, 6, 0, 1, 1, 0, 148, 4, 0, 1, 1, 0, 72, 7, 1, 1, 0, 0, 104, 7, 1, 1, 0, 0]",132,0.2885895073413849,71766.10021042824,15108.214081287384
"[14, 10, 0, 176, 0, 0, 0, 106, 1, 1, 1, 1, 21, 1, 0, 1, 1, 1, 27, 4, 1, 0, 1, 1, 132, 7, 0, 1, 1, 0, 112, 6, 1, 0, 1, 0]",154,2.4106318950653076,72142.21435856819,2586.7281148433685
"[44, 8, 1, 109, 8, 1, 1, 171, 0, 0, 0, 0, 122, 10, 0, 1, 0, 0, 161, 7, 1, 1, 0, 1, 92, 0, 1, 0, 1, 0, 70, 5, 1, 1, 1, 0]",125,0.24587270617485046,72702.67040252686,19134.4535946846
"[159, 6, 1, 164, 0, 1, 0, 170, 5, 0, 0, 0, 125, 8, 0, 1, 1, 1, 7, 9, 0, 0, 1, 1, 30, 8, 1, 1, 1, 1, 114, 3, 1, 1, 0, 1]",128,0.26265937089920044,73630.84663510323,19439.51511335373
"[6, 10, 1, 0, 9, 1, 1, 116, 10, 0, 0, 0, 58, 4, 1, 0, 0, 0, 165, 7, 1, 1, 0, 0, 27, 6, 1, 0, 1, 0, 163, 5, 0, 1, 1, 0]",105,0.2440830022096634,74590.8601257801,31825.613837003708
"[114, 0, 0, 126, 5, 0, 0, 129, 3, 1, 1, 1, 56, 5, 0, 1, 0, 1, 61, 5, 0, 0, 1, 1, 71, 5, 0, 1, 1, 0, 104, 0, 1, 1, 0, 1]",115,0.17273487150669098,75361.93634605408,26712.009757757187
"[64, 0, 1, 1, 3, 1, 0, 21, 5, 1, 0, 1, 68, 3, 0, 0, 0, 1, 10, 9, 1, 0, 1, 0, 26, 5, 0, 1, 0, 0, 99, 9, 1, 0, 1, 0]",98,0.17256078124046326,75528.32520055771,34589.97307348251
"[13, 2, 0, 53, 4, 0, 0, 101, 3, 1, 0, 1, 36, 0, 1, 0, 0, 0, 103, 4, 1, 1, 1, 1, 86, 8, 0, 1, 0, 0, 156, 6, 1, 1, 0, 1]",119,0.20438970625400543,76300.4470140934,25797.980035305023
"[11, 8, 1, 95, 6, 1, 1, 105, 7, 0, 1, 0, 138, 6, 1, 1, 0, 1, 50, 3, 1, 1, 0, 0, 51, 4, 1, 0, 0, 1, 86, 2, 1, 0, 1, 0]",137,0.2545087933540344,77004.88030004501,17581.766295671463
"[120, 8, 1, 170, 8, 1, 1, 58, 10, 0, 1, 1, 74, 5, 0, 0, 0, 0, 41, 10, 0, 0, 1, 1, 68, 5, 0, 1, 1, 1, 153, 2, 0, 0, 1, 1]",149,0.8418506979942322,77267.2683377266,11027.46140217781
"[174, 2, 1, 28, 9, 1, 0, 138, 4, 1, 1, 0, 45, 7, 0, 1, 0, 0, 25, 7, 0, 0, 1, 0, 154, 0, 1, 1, 1, 0, 168, 6, 1, 0, 0, 0]",117,0.2069232165813446,77417.57789421082,27715.594961166382
"[173, 8, 0, 162, 6, 1, 0, 165, 0, 1, 1, 1, 106, 4, 0, 1, 1, 1, 155, 0, 1, 0, 0, 0, 141, 3, 0, 1, 1, 0, 66, 4, 0, 0, 0, 1]",104,0.43394041061401367,77459.89831495285,34730.031755924225
"[79, 10, 1, 55, 0, 0, 0, 129, 9, 0, 0, 0, 125, 9, 0, 0, 0, 1, 108, 4, 0, 1, 0, 1, 162, 7, 1, 1, 1, 1, 16, 5, 1, 0, 0, 0]",83,0.25183987617492676,77762.66688919067,46030.75390934944
"[51, 7, 0, 149, 3, 1, 0, 10, 4, 0, 1, 1, 5, 10, 1, 1, 0, 1, 164, 6, 0, 1, 0, 1, 15, 9, 1, 0, 0, 1, 105, 3, 0, 0, 1, 0]",135,0.6496132612228394,78329.49386096,20229.361808776855
"[115, 10, 1, 156, 0, 0, 0, 50, 9, 1, 1, 1, 3, 1, 0, 0, 0, 0, 8, 8, 1, 0, 1, 0, 51, 9, 1, 0, 0, 1, 136, 7, 0, 1, 0, 0]",138,0.2975018620491028,78333.94271326065,17903.551720142365
"[120, 0, 0, 176, 1, 1, 1, 68, 5, 0, 1, 0, 55, 2, 1, 0, 1, 0, 158, 5, 0, 1, 0, 0, 71, 4, 1, 1, 0, 1, 173, 4, 0, 0, 0, 1]",112,0.14525249600410461,78416.46291255951,31383.589752435684
"[148, 0, 0, 38, 5, 0, 1, 23, 4, 0, 1, 0, 173, 1, 0, 0, 1, 0, 119, 0, 1, 1, 0, 0, 94, 3, 0, 0, 1, 0, 73, 8, 1, 1, 1, 0]",129,0.2098788619041443,78560.70378446579,24069.873334646225
"[111, 5, 1, 147, 8, 0, 1, 27, 2, 0, 0, 0, 48, 6, 1, 0, 0, 0, 26, 1, 1, 0, 1, 1, 90, 9, 0, 1, 0, 1, 119, 1, 1, 0, 1, 0]",136,0.1758071333169937,78848.76402449608,20316.164724349976
"[38, 3, 1, 170, 9, 0, 0, 110, 5, 1, 0, 0, 64, 5, 1, 1, 0, 1, 142, 7, 0, 1, 0, 0, 94, 10, 0, 1, 1, 1, 86, 6, 0, 0, 1, 0]",140,0.2223758101463318,79021.17236614227,17591.383553504944
"[63, 8, 0, 170, 2, 1, 1, 141, 1, 1, 1, 1, 90, 0, 1, 1, 1, 0, 127, 5, 0, 0, 0, 0, 102, 7, 1, 1, 1, 0, 2, 5, 0, 0, 1, 1]",162,1.6214396953582764,80559.30528116226,5197.364660978317
"[86, 2, 1, 125, 1, 1, 1, 15, 6, 1, 1, 0, 135, 6, 0, 0, 0, 0, 133, 7, 1, 0, 0, 0, 39, 8, 0, 0, 0, 0, 12, 3, 1, 0, 1, 0]",134,0.24071738123893738,81213.16303491592,23171.006923913956
"[69, 1, 0, 163, 7, 1, 1, 74, 2, 1, 0, 0, 64, 10, 0, 1, 1, 1, 55, 8, 0, 0, 1, 0, 106, 6, 0, 0, 1, 0, 149, 2, 1, 1, 0, 0]",111,0.2998861074447632,81801.38827109337,34957.11150121689
"[9, 1, 1, 139, 1, 1, 1, 155, 10, 0, 1, 0, 141, 1, 1, 1, 0, 0, 111, 4, 0, 1, 0, 1, 25, 8, 0, 0, 0, 0, 78, 10, 0, 0, 1, 0]",141,0.2950129806995392,82331.33825302124,19824.680953502655
"[117, 9, 0, 134, 7, 0, 1, 170, 1, 1, 1, 0, 5, 10, 1, 0, 1, 1, 53, 0, 0, 0, 1, 1, 118, 7, 1, 0, 1, 0, 50, 9, 0, 0, 0, 1]",178,2.499382257461548,83368.57265591621,1567.1803531646729
"[51, 6, 1, 157, 8, 1, 1, 2, 2, 1, 1, 0, 39, 6, 0, 0, 0, 0, 137, 4, 0, 1, 0, 1, 149, 10, 1, 1, 0, 1, 48, 1, 0, 0, 1, 0]",146,0.37214866280555725,85249.45724916458,19680.068019151688
"[37, 5, 1, 14, 10, 0, 0, 114, 0, 0, 0, 1, 6, 9, 0, 0, 0, 0, 100, 9, 1, 1, 0, 0, 98, 0, 0, 1, 1, 0, 31, 8, 1, 0, 0, 1]",172,1.343536138534546,86409.3301475048,7992.863788127899
"[156, 9, 1, 100, 7, 1, 1, 28, 0, 1, 0, 0, 83, 10, 1, 0, 1, 0, 160, 0, 0, 1, 1, 0, 156, 10, 0, 1, 0, 0, 82, 9, 0, 1, 0, 1]",143,0.20095403492450714,86497.2553434372,22486.869829654694
"[67, 6, 0, 10, 4, 1, 1, 125, 0, 1, 1, 1, 138, 5, 0, 1, 1, 1, 4, 0, 0, 0, 0, 1, 37, 4, 1, 1, 1, 1, 120, 6, 1, 1, 0, 0]",109,0.14144496619701385,86504.94583010674,40354.30740118027
"[79, 3, 1, 33, 1, 1, 0, 41, 8, 0, 1, 1, 168, 9, 1, 1, 0, 0, 8, 1, 0, 0, 0, 1, 144, 9, 0, 0, 0, 0, 30, 3, 1, 0, 0, 1]",173,0.9222823977470398,86942.07271242142,8381.365601301193
"[34, 3, 0, 115, 1, 1, 0, 147, 5, 0, 1, 1, 165, 0, 0, 0, 0, 0, 27, 9, 1, 1, 1, 0, 36, 7, 1, 1, 0, 1, 100, 7, 1, 1, 0, 1]",160,0.2480047047138214,87301.62478399277,13670.775140285492
"[159, 1, 1, 48, 7, 1, 0, 170, 1, 0, 1, 0, 30, 0, 1, 0, 1, 1, 33, 2, 0, 0, 0, 1, 172, 6, 1, 1, 1, 0, 134, 5, 1, 1, 0, 1]",156,0.20594048500061035,88175.28258895874,17888.612545013428
"[37, 1, 0, 66, 4, 1, 1, 27, 2, 1, 0, 1, 170, 9, 0, 1, 0, 1, 51, 9, 1, 1, 0, 0, 54, 9, 1, 0, 0, 0, 42, 9, 1, 0, 1, 1]",171,0.48553475737571716,88356.91246962547,10022.962630033493
"[36, 4, 0, 117, 1, 1, 0, 125, 4, 0, 0, 0, 160, 8, 1, 0, 1, 1, 146, 10, 1, 1, 1, 0, 4, 8, 0, 1, 0, 1, 164, 2, 0, 1, 0, 0]",122,0.48341935873031616,88733.59096980095,36525.60327196121
"[129, 7, 0, 66, 4, 1, 0, 69, 1, 0, 0, 0, 45, 6, 0, 0, 1, 0, 81, 2, 0, 1, 1, 1, 69, 2, 1, 1, 0, 1, 124, 8, 1, 1, 0, 0]",133,0.41338014602661133,88807.56423449516,32067.622574090958
"[107, 0, 1, 129, 5, 1, 1, 113, 8, 1, 1, 0, 166, 0, 1, 1, 0, 1, 47, 6, 0, 1, 1, 1, 170, 3, 0, 1, 1, 0, 119, 10, 0, 0, 1, 1]",142,0.42269793152809143,88819.83377194405,25974.56678891182
"[33, 0, 1, 23, 8, 0, 0, 128, 10, 0, 0, 1, 62, 1, 1, 0, 0, 1, 120, 5, 0, 1, 0, 0, 60, 10, 0, 1, 0, 0, 1, 6, 1, 0, 0, 0]",190,2.4340269565582275,89291.07125806808,483.504310131073
"[32, 6, 1, 65, 1, 0, 0, 42, 4, 1, 0, 1, 91, 4, 0, 1, 1, 0, 11, 4, 0, 0, 0, 0, 170, 1, 0, 1, 1, 1, 124, 5, 1, 0, 1, 1]",124,0.164336696267128,89919.95306777954,36449.800961494446
"[79, 6, 0, 116, 0, 0, 1, 40, 9, 0, 0, 1, 121, 6, 0, 0, 1, 1, 74, 1, 1, 0, 1, 0, 107, 2, 1, 0, 1, 1, 136, 3, 1, 0, 0, 1]",163,0.5139737129211426,90486.36271977425,14958.035259962082
"[47, 7, 1, 171, 7, 0, 0, 92, 4, 1, 0, 0, 26, 0, 1, 1, 0, 1, 134, 5, 1, 0, 0, 1, 31, 2, 0, 1, 1, 1, 151, 9, 0, 1, 0, 0]",165,0.5681215524673462,90880.88484287262,13876.001837015152
"[176, 4, 1, 121, 4, 0, 1, 52, 5, 0, 1, 1, 65, 2, 1, 0, 1, 0, 106, 0, 1, 1, 0, 1, 1, 3, 0, 1, 0, 1, 160, 2, 1, 0, 0, 1]",155,0.16919495165348053,90971.4888780117,20864.39148402214
"[96, 5, 1, 31, 10, 1, 1, 154, 10, 1, 0, 1, 58, 9, 0, 0, 1, 0, 79, 4, 1, 0, 0, 0, 49, 2, 0, 1, 0, 0, 6, 6, 0, 1, 0, 0]",147,0.4151928126811981,91023.11711859703,24981.79271864891
"[47, 1, 0, 142, 0, 1, 0, 107, 8, 1, 1, 1, 26, 2, 0, 0, 0, 0, 173, 9, 0, 0, 0, 1, 126, 1, 0, 0, 0, 0, 36, 6, 1, 1, 0, 1]",184,1.444917917251587,91260.88333964348,4755.934798240662
"[86, 3, 1, 150, 10, 1, 1, 88, 2, 1, 1, 1, 66, 6, 1, 1, 1, 1, 12, 2, 1, 1, 1, 0, 109, 6, 0, 0, 0, 1, 129, 9, 0, 0, 0, 1]",192,1.8002351522445679,92418.31334328651,3127.2387986183167
"[59, 2, 0, 71, 4, 1, 1, 75, 10, 1, 0, 0, 75, 1, 0, 1, 1, 0, 19, 10, 1, 0, 1, 1, 133, 2, 1, 1, 1, 0, 143, 6, 1, 0, 1, 0]",175,0.41490042209625244,93536.81688809395,14515.641172647476
"[136, 3, 0, 114, 2, 0, 0, 149, 4, 1, 0, 0, 4, 3, 1, 1, 0, 1, 172, 5, 1, 0, 0, 0, 113, 4, 0, 0, 0, 0, 56, 2, 0, 1, 0, 0]",123,0.17604948580265045,94792.26752281189,42580.08755326271
"[25, 2, 1, 11, 10, 0, 0, 34, 5, 0, 0, 0, 133, 0, 0, 1, 0, 1, 118, 7, 1, 1, 0, 1, 3, 4, 0, 0, 0, 1, 85, 8, 1, 1, 1, 1]",159,0.38685640692710876,95651.29202365875,22948.619244098663
"[138, 7, 0, 95, 3, 0, 0, 61, 1, 1, 0, 1, 10, 10, 0, 1, 0, 0, 164, 5, 1, 1, 1, 0, 89, 2, 0, 0, 1, 1, 156, 8, 0, 0, 1, 0]",108,0.15560287237167358,96367.02471446991,51003.629789829254
"[46, 3, 1, 114, 9, 0, 1, 156, 9, 1, 1, 1, 90, 4, 1, 1, 1, 1, 72, 10, 1, 1, 0, 0, 62, 6, 1, 1, 0, 0, 157, 0, 1, 0, 0, 0]",157,0.21852119266986847,96657.40934538841,24891.304838895798
"[105, 4, 0, 140, 1, 1, 0, 144, 10, 1, 1, 1, 95, 1, 0, 0, 1, 1, 165, 7, 1, 0, 0, 0, 13, 5, 0, 1, 1, 0, 12, 0, 0, 1, 0, 1]",150,0.2268257588148117,98120.94516468048,30351.765806674957
"[83, 9, 0, 106, 2, 0, 1, 145, 9, 1, 0, 1, 168, 5, 0, 1, 0, 1, 87, 9, 1, 0, 0, 1, 99, 10, 0, 1, 0, 1, 133, 10, 1, 0, 0, 1]",168,0.2564154267311096,99862.92074990273,22403.0200176239
"[92, 2, 1, 17, 5, 0, 0, 164, 3, 0, 0, 0, 115, 0, 1, 1, 0, 0, 55, 2, 1, 0, 1, 1, 113, 4, 0, 1, 1, 0, 47, 2, 1, 1, 1, 0]",118,0.15440908074378967,99970.78986692429,50152.50891971588
"[71, 6, 0, 24, 8, 1, 1, 128, 5, 0, 1, 0, 128, 5, 0, 0, 1, 0, 159, 3, 0, 0, 1, 0, 98, 1, 1, 1, 0, 0, 81, 0, 0, 0, 1, 0]",144,0.21559077501296997,100522.92333602905,35857.72162771225
"[55, 0, 0, 49, 1, 0, 0, 18, 6, 1, 1, 1, 93, 2, 0, 0, 1, 1, 27, 8, 0, 0, 1, 1, 90, 3, 0, 1, 1, 1, 59, 8, 0, 1, 0, 1]",189,0.22014304995536804,101093.54745650291,12359.953741550446
"[114, 2, 0, 166, 10, 1, 1, 128, 4, 1, 0, 1, 130, 6, 1, 0, 0, 1, 32, 7, 1, 0, 0, 1, 38, 5, 1, 1, 1, 0, 50, 8, 0, 0, 0, 1]",167,0.19331404566764832,101149.31010437012,23731.729885816574
"[52, 5, 0, 56, 2, 1, 0, 91, 6, 1, 0, 0, 109, 4, 1, 1, 1, 0, 76, 4, 0, 0, 0, 0, 111, 8, 1, 1, 0, 1, 70, 10, 0, 1, 1, 1]",161,0.34015247225761414,101520.545981884,26929.682976961136
"[124, 6, 1, 51, 10, 1, 1, 81, 8, 0, 1, 1, 77, 3, 1, 1, 1, 1, 42, 5, 0, 0, 1, 0, 62, 9, 1, 0, 1, 0, 155, 2, 1, 1, 1, 0]",177,0.4436478614807129,101592.43822646141,20379.271742343903
"[155, 0, 0, 117, 2, 0, 1, 105, 5, 0, 1, 0, 34, 10, 0, 1, 0, 0, 83, 10, 0, 1, 0, 0, 114, 3, 1, 0, 1, 1, 82, 6, 0, 1, 0, 0]",176,0.2647281289100647,104480.03022503853,23920.721254110336
"[123, 2, 0, 169, 7, 0, 1, 126, 5, 1, 1, 0, 146, 5, 1, 1, 0, 0, 54, 2, 0, 0, 0, 0, 39, 9, 0, 0, 1, 1, 83, 5, 0, 1, 0, 0]",152,0.19151724874973297,104689.5809545517,35763.36487007141
"[153, 6, 1, 14, 4, 1, 0, 71, 0, 1, 0, 0, 39, 5, 1, 1, 0, 0, 78, 1, 1, 1, 1, 1, 124, 4, 1, 0, 1, 0, 64, 2, 0, 0, 1, 0]",164,0.1953224390745163,104933.16261577606,28632.71312570572
"[156, 8, 1, 164, 8, 0, 0, 47, 1, 1, 0, 1, 131, 10, 1, 1, 1, 1, 93, 4, 1, 1, 1, 1, 152, 1, 0, 0, 0, 0, 136, 0, 0, 1, 0, 1]",174,0.2089034765958786,105687.11732792854,26838.34856057167
"[5, 3, 1, 77, 9, 1, 1, 43, 6, 1, 1, 0, 4, 6, 0, 0, 1, 0, 146, 8, 1, 1, 0, 0, 49, 2, 1, 0, 1, 1, 95, 9, 1, 1, 0, 1]",196,0.32737648487091064,106714.41316890717,15742.918956756592
"[163, 1, 0, 152, 8, 0, 0, 154, 1, 1, 0, 0, 45, 7, 0, 1, 0, 0, 128, 9, 0, 1, 1, 1, 75, 7, 0, 1, 0, 1, 63, 10, 0, 0, 0, 0]",151,0.19818159937858582,108344.5067346096,40530.16084361076
"[22, 9, 1, 104, 9, 0, 1, 139, 3, 0, 0, 0, 33, 1, 0, 0, 0, 1, 89, 0, 0, 1, 0, 1, 31, 9, 1, 1, 0, 1, 157, 3, 0, 1, 0, 1]",202,0.4048941433429718,108912.99035334587,13261.695058345795
"[105, 4, 0, 87, 3, 1, 0, 115, 0, 0, 1, 0, 151, 1, 1, 0, 0, 0, 98, 8, 0, 0, 1, 1, 35, 0, 0, 0, 0, 0, 157, 9, 0, 0, 0, 0]",166,0.18227718770503998,109860.06685209274,32592.796110391617
"[132, 3, 1, 18, 1, 1, 1, 165, 4, 1, 0, 0, 57, 2, 1, 0, 0, 1, 170, 4, 0, 1, 1, 1, 88, 8, 0, 1, 1, 1, 148, 8, 1, 0, 0, 0]",169,0.1489076167345047,110308.9289624691,32546.258965969086
"[79, 0, 0, 55, 7, 1, 1, 70, 7, 0, 1, 1, 38, 8, 0, 1, 0, 1, 99, 3, 0, 0, 0, 0, 99, 10, 1, 1, 1, 1, 87, 3, 1, 0, 1, 1]",158,0.15139201283454895,111195.15864610672,39052.94130778313
"[138, 10, 1, 121, 4, 0, 0, 161, 5, 1, 1, 1, 44, 1, 1, 1, 0, 1, 21, 4, 0, 1, 0, 0, 18, 7, 0, 1, 1, 1, 12, 3, 1, 1, 0, 0]",193,0.36441096663475037,111271.69793152809,21351.741672754288
"[52, 4, 0, 163, 7, 1, 1, 121, 7, 1, 1, 0, 93, 6, 0, 1, 0, 1, 121, 6, 1, 1, 1, 0, 97, 1, 1, 1, 1, 1, 58, 4, 1, 0, 0, 1]",179,0.24345099925994873,112964.80202889442,30633.4603433609
"[175, 7, 1, 42, 8, 0, 0, 44, 10, 1, 1, 1, 34, 1, 1, 1, 0, 0, 33, 9, 0, 0, 1, 1, 84, 10, 1, 1, 0, 1, 46, 3, 1, 1, 1, 0]",201,0.2749418020248413,114010.07989001274,19217.807117700577
"[37, 10, 1, 143, 7, 0, 1, 102, 0, 0, 1, 0, 16, 10, 1, 1, 0, 0, 0, 5, 0, 0, 0, 0, 126, 3, 0, 1, 1, 0, 70, 7, 1, 1, 0, 1]",194,0.26925036311149597,114089.6551964283,23603.28988623619
"[112, 1, 1, 119, 4, 1, 1, 109, 1, 1, 0, 0, 114, 5, 1, 0, 1, 0, 150, 3, 1, 0, 0, 0, 64, 1, 0, 0, 0, 1, 157, 4, 0, 1, 1, 0]",127,0.14793671667575836,115853.00695109367,61933.75375056267
"[8, 3, 1, 106, 3, 0, 0, 46, 2, 0, 1, 1, 12, 3, 0, 1, 1, 1, 56, 9, 1, 0, 0, 0, 118, 1, 0, 1, 1, 0, 124, 9, 0, 1, 0, 1]",182,0.357451856136322,116147.6922724247,29738.35772252083
"[138, 7, 0, 99, 5, 0, 1, 3, 1, 1, 0, 0, 24, 7, 1, 1, 1, 0, 160, 10, 1, 0, 0, 1, 36, 4, 1, 1, 1, 0, 17, 8, 0, 1, 0, 1]",180,0.1821288913488388,116396.51718401909,33027.940942525864
"[15, 5, 0, 1, 4, 0, 1, 93, 10, 0, 0, 0, 86, 1, 0, 1, 1, 0, 157, 2, 1, 0, 1, 0, 165, 9, 1, 0, 1, 1, 165, 7, 0, 1, 1, 1]",191,0.2487545609474182,116513.0631673336,27693.22698354721
"[135, 2, 1, 135, 9, 1, 0, 51, 8, 0, 1, 0, 138, 2, 0, 0, 0, 0, 65, 5, 1, 1, 1, 0, 160, 0, 1, 1, 1, 1, 116, 6, 0, 0, 0, 0]",200,0.36919841170310974,116670.1878824234,23133.367676734924
"[170, 6, 0, 81, 4, 1, 0, 69, 7, 1, 0, 0, 97, 8, 1, 1, 1, 0, 152, 3, 0, 0, 0, 1, 95, 9, 0, 1, 0, 1, 149, 1, 0, 0, 0, 0]",215,0.46354371309280396,118271.76110672951,13338.593338489532
"[79, 0, 1, 163, 5, 0, 0, 129, 1, 0, 1, 1, 39, 6, 1, 0, 0, 0, 92, 5, 1, 0, 1, 0, 19, 7, 1, 0, 0, 1, 136, 3, 0, 1, 0, 0]",183,0.17584367096424103,118435.62048864365,31938.361622810364
"[5, 3, 1, 88, 10, 0, 0, 20, 6, 1, 0, 0, 54, 8, 1, 0, 1, 0, 75, 9, 1, 1, 0, 0, 136, 9, 1, 1, 0, 0, 49, 3, 1, 0, 1, 0]",212,0.2722962200641632,118655.87908172607,17063.437858343124
"[154, 2, 0, 115, 10, 0, 0, 94, 2, 1, 1, 0, 47, 0, 0, 1, 1, 0, 15, 2, 1, 0, 1, 0, 143, 5, 0, 0, 1, 1, 112, 10, 1, 1, 1, 0]",170,0.17962419986724854,118917.47158432007,40587.97432303429
"[133, 0, 1, 160, 7, 1, 1, 5, 6, 0, 0, 0, 145, 6, 0, 0, 1, 0, 49, 3, 0, 1, 0, 0, 143, 7, 0, 1, 0, 0, 120, 9, 0, 0, 1, 0]",198,0.1485801637172699,119501.53272128105,28240.646746635437
"[85, 7, 0, 76, 2, 1, 1, 2, 4, 0, 0, 0, 77, 0, 0, 1, 0, 0, 121, 8, 0, 1, 1, 1, 124, 8, 0, 1, 0, 0, 170, 3, 1, 0, 0, 1]",185,0.5953940153121948,120267.32839608192,33325.25143766403
"[52, 5, 0, 12, 10, 1, 1, 67, 4, 1, 0, 1, 154, 7, 0, 0, 1, 1, 105, 0, 0, 1, 0, 0, 104, 4, 0, 0, 1, 1, 88, 3, 1, 1, 0, 0]",197,0.22395779192447662,120425.25623607635,29402.135971069336
"[28, 4, 0, 120, 6, 0, 0, 67, 0, 0, 1, 1, 50, 1, 1, 1, 0, 0, 30, 6, 1, 1, 0, 0, 162, 3, 1, 0, 1, 1, 72, 9, 0, 1, 1, 1]",188,0.1653027981519699,120878.556579113,32521.640567064285
"[136, 2, 1, 121, 0, 0, 0, 165, 4, 0, 1, 0, 116, 3, 0, 0, 0, 1, 55, 6, 0, 0, 0, 1, 121, 1, 1, 1, 1, 0, 79, 7, 0, 1, 1, 0]",195,0.133487269282341,121306.15411448479,30425.265768766403
"[154, 2, 0, 107, 8, 1, 1, 144, 5, 1, 0, 1, 29, 9, 1, 1, 1, 0, 161, 10, 0, 0, 0, 1, 99, 4, 1, 0, 1, 0, 133, 6, 0, 0, 0, 0]",213,0.3695996105670929,121410.49614501,16930.462698936462
"[174, 3, 1, 19, 9, 0, 1, 110, 7, 1, 1, 1, 62, 5, 0, 1, 1, 0, 35, 0, 1, 0, 0, 0, 69, 8, 0, 0, 1, 0, 46, 8, 0, 0, 0, 1]",207,0.4988915026187897,121666.36508011818,21695.570548057556
"[15, 2, 0, 162, 1, 0, 0, 112, 10, 1, 1, 1, 121, 2, 1, 1, 1, 1, 14, 1, 0, 1, 1, 0, 149, 2, 0, 1, 1, 0, 131, 10, 1, 1, 1, 0]",205,0.4290129840373993,121887.56944823265,23766.620549201965
